seccion,distrito17,distrito06
195,2,2
196,2,2
197,2,2
198,2,2
199,2,2
200,2,2
201,2,2
202,2,2
203,2,2
204,2,2
205,2,2
206,2,2
207,2,2
208,2,2
209,2,2
210,2,2
211,2,2
212,2,2
213,2,2
214,2,2
215,2,2
216,2,2
217,2,2
218,2,2
219,2,2
220,2,2
221,2,2
222,2,2
223,2,2
224,2,2
225,2,2
226,2,2
227,2,2
228,2,2
229,2,2
230,2,2
231,2,2
232,2,2
233,2,2
234,2,2
235,2,2
236,2,2
237,2,2
238,2,2
239,2,2
240,2,2
241,2,2
242,2,2
243,2,2
244,2,2
245,2,2
246,2,2
247,2,2
248,2,2
249,2,2
250,2,2
251,2,2
252,2,2
253,2,2
254,2,2
255,2,2
256,2,2
257,2,2
258,2,2
259,2,2
260,2,2
261,2,2
262,2,2
263,2,2
264,2,2
265,2,2
266,2,2
267,2,2
268,2,2
269,2,2
270,2,2
271,2,2
272,2,2
273,2,2
274,2,2
275,2,2
276,2,2
277,2,2
278,2,2
279,2,2
280,2,2
281,2,2
282,2,2
283,2,2
284,2,2
285,2,2
286,2,2
287,2,2
288,2,2
289,2,2
290,2,2
291,2,2
292,2,2
293,2,2
294,2,2
295,2,2
296,2,2
297,2,2
298,2,2
299,2,2
300,2,2
301,2,2
302,2,2
303,2,2
304,2,2
305,2,2
306,2,2
307,2,2
308,2,2
309,2,2
310,2,2
311,2,2
312,2,2
313,2,2
314,2,2
315,2,2
316,2,2
317,2,2
318,2,2
319,2,2
320,2,2
321,2,2
322,2,2
323,2,2
324,2,2
325,2,2
326,2,2
327,2,2
328,2,2
329,2,2
330,2,2
331,2,2
332,2,2
333,2,2
334,2,2
335,2,2
336,2,2
337,2,2
338,2,2
339,2,2
340,2,2
341,2,2
342,2,2
343,2,2
344,2,2
345,2,2
346,2,2
347,2,2
348,2,2
349,2,2
350,2,2
351,2,2
352,2,2
353,2,2
354,2,2
355,2,2
356,2,2
357,2,2
358,2,2
359,2,2
360,2,2
361,2,2
362,2,2
363,2,2
364,2,2
365,2,2
366,2,2
367,2,2
368,2,2
369,2,2
370,2,2
371,2,2
372,2,2
373,2,2
374,2,2
375,2,2
376,2,2
377,2,2
378,2,7
379,2,2
380,2,2
381,2,2
382,2,2
383,2,2
384,2,2
385,2,2
386,2,2
387,2,2
388,2,2
389,2,2
390,2,2
391,2,2
392,2,2
393,2,2
394,2,2
395,2,2
396,2,2
397,2,2
398,2,2
399,2,2
400,2,2
401,2,2
402,2,2
403,2,2
404,2,2
405,2,2
406,2,2
407,2,2
408,2,2
409,2,2
410,2,2
411,2,2
412,2,2
413,2,2
414,2,2
415,2,2
416,2,2
417,2,2
418,2,2
419,2,2
420,2,2
421,2,2
422,2,2
423,2,2
424,2,2
425,2,2
426,2,2
427,2,2
428,2,2
429,2,2
430,2,2
431,2,2
432,2,2
433,2,2
434,2,2
435,2,2
436,2,2
437,2,2
438,2,2
439,2,2
440,2,2
441,2,2
442,2,2
443,2,2
444,2,2
445,2,2
446,2,2
447,2,2
448,2,2
449,2,2
450,2,2
451,2,2
452,2,2
453,2,2
454,2,2
455,2,2
456,3,3
457,3,3
458,3,3
459,3,3
460,3,3
461,3,3
462,3,3
463,3,3
464,3,3
465,3,3
466,3,3
467,3,3
468,3,3
469,3,3
470,3,3
471,3,3
472,3,3
473,3,3
474,3,3
475,3,3
476,3,3
477,3,3
478,3,3
479,3,3
480,3,3
481,3,3
482,3,3
483,3,3
484,3,3
485,3,3
486,3,3
487,3,3
488,3,3
489,3,3
490,3,3
491,3,3
492,3,3
493,3,3
494,3,3
495,3,3
496,3,3
497,3,3
498,3,3
499,3,3
500,3,3
501,3,3
502,3,3
503,3,3
504,3,3
505,3,3
506,3,3
507,3,3
508,3,3
509,3,3
510,3,3
511,3,3
512,3,3
513,3,3
514,3,3
515,3,3
517,3,3
518,3,3
519,3,3
520,3,3
521,3,3
522,3,3
523,3,3
524,3,3
525,3,3
526,3,3
527,3,3
528,3,3
529,3,3
530,3,3
531,3,3
532,3,3
533,3,3
534,3,3
535,3,3
536,3,3
537,3,3
538,3,3
539,3,3
540,3,3
541,3,3
542,3,3
543,3,3
544,3,3
545,3,3
546,3,3
547,3,3
548,3,3
549,3,3
550,3,3
551,3,3
552,3,3
553,3,3
554,3,3
555,3,3
556,3,3
557,3,3
558,3,3
559,3,3
560,3,3
561,3,3
562,3,3
563,3,1
564,3,1
565,3,1
566,3,1
567,3,1
568,3,1
569,3,1
570,3,1
571,3,1
572,3,1
573,3,1
574,3,1
575,3,1
576,3,1
577,3,1
578,3,1
579,3,1
580,3,1
581,3,1
582,3,1
583,3,1
584,3,1
585,3,1
586,3,1
587,3,1
588,3,1
589,3,1
590,3,1
591,3,1
592,3,1
593,3,1
594,3,1
595,3,1
596,3,1
597,3,1
598,3,1
599,3,1
600,3,1
601,3,1
603,3,1
604,3,1
605,3,1
606,3,1
607,3,1
608,3,1
609,3,1
610,3,1
611,3,1
612,3,1
613,3,1
614,3,1
615,3,1
616,3,1
617,3,1
618,3,1
619,3,1
620,3,1
621,3,1
622,3,1
623,3,1
624,3,1
625,3,1
626,3,1
627,3,1
628,3,1
629,1,6
630,1,6
631,1,6
632,1,6
633,1,6
634,1,6
635,1,6
636,1,6
637,1,6
638,1,6
639,1,6
640,1,6
641,1,6
642,1,6
643,1,6
644,1,6
645,1,6
646,1,6
647,1,6
648,1,6
649,1,6
650,1,6
651,1,6
652,1,6
653,1,6
654,1,6
655,1,6
656,1,6
657,1,6
658,1,6
659,1,6
660,1,6
661,1,6
662,1,6
663,1,6
664,1,6
665,1,6
666,1,6
667,1,6
668,1,6
669,1,6
670,1,6
671,1,6
672,1,6
673,1,6
674,1,6
675,6,6
676,6,6
677,6,6
678,6,6
679,6,6
680,6,6
681,6,6
682,6,6
683,6,6
685,6,6
686,6,6
687,6,6
688,6,6
689,6,6
690,6,6
691,6,6
692,6,6
693,6,6
694,6,6
695,6,6
696,6,6
697,6,6
698,6,6
699,6,6
700,6,6
701,6,6
702,6,6
703,6,6
704,6,6
705,6,6
706,6,6
707,6,6
708,6,6
709,6,6
710,7,5
711,7,5
712,7,5
713,7,5
714,7,5
715,7,5
716,7,5
717,7,5
718,7,5
719,7,5
720,7,5
721,7,5
722,7,5
723,7,5
724,7,5
725,7,5
726,7,5
727,7,5
728,7,5
729,7,5
730,7,5
731,7,5
732,7,5
733,7,5
734,7,5
735,7,5
736,7,5
737,7,5
738,7,5
739,7,5
740,7,5
741,7,5
742,7,5
743,7,5
744,5,5
745,7,5
746,7,5
747,7,5
748,7,5
749,7,5
750,7,5
751,7,5
752,7,5
753,7,5
754,5,5
755,7,5
756,7,5
757,7,5
758,7,5
759,7,5
760,7,5
761,5,5
762,5,5
763,5,5
764,5,5
765,7,5
766,7,5
767,7,5
768,7,5
769,7,5
770,7,5
771,7,5
772,7,5
773,7,5
774,7,5
775,7,5
776,7,5
777,7,5
778,7,5
779,7,5
780,7,5
781,5,5
782,7,5
783,7,5
784,7,5
785,7,5
786,7,5
787,7,5
788,7,5
789,7,5
790,7,5
791,7,5
792,7,5
793,7,5
794,7,5
795,7,5
796,7,5
797,7,5
798,7,5
799,7,5
800,7,5
801,7,5
802,7,5
803,7,5
804,7,5
805,7,5
806,7,5
807,7,5
808,7,5
809,7,5
810,7,5
811,7,5
812,7,5
813,7,5
814,7,5
815,7,5
816,7,5
817,7,5
818,7,5
819,7,5
820,7,5
821,7,5
822,7,5
823,7,5
824,7,5
825,7,5
826,7,5
827,7,5
828,7,5
829,7,5
830,7,5
831,7,5
832,7,5
833,7,5
834,7,5
835,7,5
836,7,5
837,7,5
838,7,5
839,7,5
840,7,5
841,7,5
842,7,5
843,7,5
844,7,5
845,7,5
846,7,5
847,7,5
848,7,5
849,7,5
850,7,5
851,7,5
852,7,5
853,7,5
854,7,5
855,7,5
856,7,5
857,7,5
858,7,5
859,7,5
860,7,5
861,7,5
862,7,5
863,7,5
864,7,5
865,7,5
866,7,5
867,7,5
868,7,5
869,5,5
870,7,5
871,7,5
872,7,5
873,7,5
874,7,5
875,7,5
876,7,5
877,7,5
878,7,5
879,7,5
880,7,5
881,7,5
882,7,5
883,7,5
884,5,5
885,7,7
886,7,7
887,5,5
888,5,5
889,5,5
890,5,5
891,5,5
892,5,5
893,5,5
894,5,5
895,5,5
896,5,5
897,5,5
898,5,5
899,5,5
900,5,5
901,5,5
902,5,5
903,5,5
904,5,5
905,5,5
906,5,5
907,5,5
908,5,5
909,5,5
910,5,5
911,5,5
912,5,5
913,5,5
914,5,5
915,5,5
916,5,5
917,5,5
918,5,5
919,5,5
920,5,5
921,5,5
922,5,5
923,5,5
924,5,5
925,5,5
926,5,5
927,5,5
928,5,5
929,5,5
930,5,5
931,5,5
932,5,5
933,5,5
934,5,5
935,5,5
936,5,5
937,5,5
938,5,5
939,5,5
940,5,5
941,5,5
942,5,5
943,5,5
944,5,5
945,5,5
946,5,5
947,5,5
948,5,5
949,5,5
950,5,5
951,5,5
952,5,5
953,5,5
954,5,5
955,5,5
956,5,5
957,5,5
958,5,5
959,5,5
960,5,5
961,5,5
962,5,5
963,5,5
964,5,5
965,5,5
966,5,5
967,5,5
968,5,5
969,5,5
970,5,5
971,5,5
972,5,5
973,5,5
974,5,5
975,5,5
976,5,5
977,5,5
978,5,5
979,5,5
980,5,5
981,5,5
982,5,5
983,5,5
984,5,5
985,5,5
986,5,5
987,5,5
988,5,5
989,5,5
990,5,3
991,5,3
992,5,3
993,5,3
994,5,3
995,5,3
996,5,3
997,5,3
998,5,3
999,5,3
1000,5,3
1001,5,3
1002,5,3
1003,5,3
1004,5,3
1005,5,7
1006,5,7
1007,5,5
1008,5,5
1009,5,5
1010,5,5
1011,5,5
1012,5,5
1013,5,5
1014,5,5
1015,5,5
1016,5,5
1017,5,5
1018,5,5
1019,5,5
1020,5,5
1021,5,5
1022,5,5
1023,5,5
1024,5,5
1025,5,5
1026,5,5
1027,5,5
1028,5,5
1029,5,5
1030,5,5
1031,5,5
1032,5,5
1033,5,5
1034,5,7
1035,5,7
1036,5,5
1037,5,5
1038,5,5
1039,5,7
1040,5,7
1041,5,7
1042,5,5
1043,5,5
1044,5,5
1045,5,5
1046,5,5
1047,5,5
1048,5,5
1049,5,5
1050,5,5
1051,5,5
1052,5,5
1053,5,5
1054,5,5
1055,5,5
1056,5,7
1057,5,7
1058,5,7
1059,5,7
1060,5,7
1061,5,7
1062,5,7
1063,5,7
1064,5,7
1065,5,7
1066,5,7
1067,5,7
1068,5,7
1069,5,7
1070,5,7
1071,5,7
1072,5,7
1073,5,7
1074,5,7
1075,5,7
1076,5,7
1077,5,7
1078,5,7
1079,5,5
1080,5,5
1081,5,5
1082,5,5
1083,5,5
1084,5,5
1085,5,7
1086,5,7
1087,5,7
1088,5,7
1089,5,7
1090,5,7
1091,5,7
1092,5,7
1093,5,7
1094,5,7
1095,5,7
1096,5,7
1097,5,7
1098,5,7
1099,5,7
1100,5,7
1101,5,7
1102,5,7
1103,5,7
1104,5,7
1105,5,7
1106,5,7
1107,5,7
1108,5,7
1109,5,7
1110,5,7
1111,5,7
1112,5,7
1113,5,7
1114,5,7
1115,5,7
1116,5,7
1117,5,7
1118,5,7
1119,5,7
1120,5,7
1121,5,7
1122,5,7
1123,5,7
1124,5,7
1125,5,7
1126,5,7
1127,5,7
1128,5,7
1129,5,7
1130,5,7
1131,5,7
1132,5,7
1133,5,7
1134,5,7
1135,5,7
1136,5,7
1137,5,7
1138,5,7
1139,5,7
1140,5,7
1141,5,7
1142,5,7
1143,5,7
1144,5,7
1145,5,7
1146,5,7
1147,5,7
1148,5,7
1149,5,7
1150,5,7
1151,5,7
1152,5,7
1153,5,7
1154,5,7
1155,5,7
1156,5,7
1157,5,7
1158,5,7
1159,5,7
1160,5,7
1161,5,7
1162,5,7
1163,5,7
1164,5,7
1165,5,7
1166,5,7
1167,5,7
1168,5,7
1169,5,7
1170,5,7
1171,5,7
1172,5,7
1173,5,7
1174,5,7
1175,5,7
1176,5,7
1177,5,7
1178,5,7
1179,5,7
1180,5,7
1181,5,7
1182,5,7
1183,5,7
1184,5,7
1185,5,7
1186,5,7
1187,5,7
1188,5,7
1189,5,7
1190,5,7
1191,5,7
1192,5,7
1193,5,7
1194,5,7
1195,5,7
1196,5,7
1197,5,7
1198,5,7
1199,5,7
1200,5,7
1201,5,7
1202,5,7
1203,5,7
1204,5,7
1205,5,7
1206,7,5
1207,7,5
1208,7,5
1209,7,5
1210,7,5
1211,7,5
1212,7,5
1213,7,5
1214,7,5
1215,7,5
1216,7,5
1217,7,5
1218,7,5
1219,7,5
1220,7,5
1221,7,5
1222,7,5
1223,7,5
1224,7,5
1225,7,5
1226,7,5
1227,7,5
1228,7,5
1229,7,5
1230,7,5
1231,7,5
1232,7,5
1233,7,5
1234,7,5
1235,7,5
1236,7,5
1237,7,5
1238,7,5
1239,7,5
1240,7,5
1241,7,5
1242,7,5
1243,7,5
1244,7,5
1245,7,5
1246,7,5
1247,7,5
1248,7,5
1249,7,5
1250,7,5
1251,7,5
1252,7,5
1253,7,5
1254,7,5
1255,7,5
1256,7,5
1257,7,5
1258,7,5
1259,7,5
1260,7,5
1261,7,5
1262,7,5
1263,5,5
1264,5,5
1265,5,5
1266,5,5
1267,5,5
1268,5,5
1269,5,5
1270,5,5
1271,5,5
1272,5,5
1273,5,5
1274,5,5
1275,5,5
1276,5,5
1277,5,5
1278,7,5
1279,5,5
1280,5,3
1281,5,3
1282,5,3
1283,5,3
1284,5,3
1285,5,3
1286,5,3
1287,5,3
1288,5,3
1289,5,3
1290,5,3
1291,5,3
1292,5,3
1293,5,3
1294,5,3
1295,7,5
1296,7,5
1297,7,5
1298,7,5
1299,7,5
1300,7,5
1301,7,5
1302,7,5
1303,7,5
1304,7,5
1305,7,5
1306,7,5
1307,7,5
1308,7,5
1309,7,5
1310,7,5
1311,7,5
1312,7,5
1313,7,5
1314,7,5
1315,7,5
1316,7,5
1317,7,5
1318,7,5
1319,7,5
1320,7,5
1321,7,5
1322,7,5
1323,7,5
1324,7,5
1325,7,5
1326,7,5
1327,7,5
1328,7,5
1329,7,5
1331,7,5
1332,7,5
1333,7,5
1334,7,5
1335,7,5
1336,7,5
1337,7,5
1338,7,5
1339,7,5
1340,7,5
1341,7,5
1342,7,5
1343,7,5
1344,7,5
1345,7,5
1346,7,5
1347,7,5
1348,7,5
1349,7,5
1350,7,5
1351,7,5
1352,7,5
1353,7,5
1354,7,5
1355,7,5
1356,7,5
1357,7,5
1358,7,5
1359,7,5
1360,7,5
1361,7,5
1362,7,5
1363,7,5
1364,7,5
1365,7,5
1366,7,5
1367,7,7
1368,7,7
1369,7,7
1370,7,7
1371,7,7
1372,7,7
1373,7,7
1374,7,5
1375,7,5
1376,7,5
1377,7,5
1378,7,5
1379,7,7
1380,7,7
1381,7,7
1382,7,7
1383,7,7
1384,7,7
1385,7,7
1386,7,7
1387,7,7
1388,7,7
1389,7,7
1390,7,7
1391,7,7
1392,7,7
1393,7,5
1394,7,5
1395,7,5
1396,7,7
1397,7,7
1398,7,7
1399,7,7
1400,7,7
1401,7,7
1402,7,7
1403,7,7
1404,7,7
1405,7,7
1406,7,7
1407,7,7
1408,7,7
1409,7,7
1410,7,5
1411,7,5
1412,7,7
1413,7,7
1414,7,7
1415,7,7
1416,7,7
1417,7,7
1418,7,7
1419,7,7
1420,7,7
1421,7,7
1422,7,7
1423,7,7
1424,7,7
1425,7,5
1426,7,7
1427,7,7
1428,7,7
1429,7,7
1430,7,7
1431,7,7
1432,7,7
1433,7,7
1434,7,7
1435,7,7
1436,7,7
1437,7,7
1438,7,7
1439,7,7
1440,7,7
1441,7,7
1442,7,7
1443,7,7
1444,7,7
1445,7,7
1446,7,7
1447,7,7
1448,7,7
1449,7,7
1450,7,7
1451,7,7
1452,7,7
1453,7,7
1454,7,7
1455,7,7
1456,7,7
1457,7,7
1458,7,7
1459,7,7
1460,7,7
1461,7,7
1462,7,7
1463,7,7
1464,7,7
1465,7,7
1466,7,7
1467,7,7
1468,7,7
1469,7,7
1470,7,7
1471,7,7
1472,7,7
1473,7,7
1474,7,7
1475,7,7
1476,7,7
1477,7,7
1478,7,7
1479,7,7
1480,7,7
1481,7,7
1482,7,7
1483,7,7
1484,7,7
1485,7,7
1486,7,7
1487,7,5
1488,7,5
1489,7,5
1490,7,5
1491,7,5
1492,7,5
1493,7,5
1494,7,5
1495,7,5
1496,7,5
1497,7,5
1498,7,5
1499,7,5
1500,7,5
1501,7,5
1502,7,5
1503,7,5
1504,7,5
1505,7,5
1506,7,5
1507,7,3
1508,7,3
1509,7,3
1510,7,3
1511,7,3
1512,7,7
1513,7,5
1514,7,5
1515,7,7
1516,7,5
1517,7,7
1518,7,7
1519,7,7
1520,7,7
1521,7,7
1522,7,7
1523,7,7
1524,7,7
1525,7,7
1526,7,7
1527,7,7
1528,7,7
1529,7,7
1530,7,7
1531,6,7
1532,7,7
1533,7,7
1534,7,7
1535,7,3
1536,7,3
1537,7,3
1538,7,3
1539,7,3
1540,7,3
1541,7,3
1542,7,3
1543,7,3
1544,7,3
1545,6,7
1546,6,7
1547,7,7
1548,7,7
1549,7,7
1550,7,7
1551,7,7
1552,7,7
1553,6,3
1554,7,3
1555,7,3
1556,7,3
1557,7,3
1558,7,3
1559,7,3
1560,6,3
1561,6,3
1562,6,3
1563,6,3
1564,6,3
1565,6,3
1566,6,3
1567,7,3
1568,7,3
1569,7,3
1570,7,3
1571,7,3
1572,6,3
1573,6,3
1574,6,3
1575,6,3
1576,6,3
1577,6,3
1578,6,3
1579,6,3
1580,6,3
1581,6,3
1582,6,3
1583,6,3
1584,6,3
1585,6,3
1586,6,3
1587,7,3
1588,6,7
1589,6,3
1590,6,3
1591,7,7
1592,7,7
1593,7,7
1594,6,7
1595,6,7
1596,6,7
1597,6,7
1598,6,7
1599,6,7
1600,7,7
1603,6,7
1604,6,7
1605,6,7
1606,6,7
1607,6,7
1608,6,7
1609,6,7
1610,6,7
1611,6,7
1612,6,7
1613,6,7
1614,6,7
1615,6,7
1616,6,7
1617,6,7
1618,6,7
1619,6,7
1620,6,7
1621,6,7
1622,6,7
1623,6,7
1624,6,7
1625,6,7
1626,6,7
1627,6,7
1628,6,7
1629,6,7
1630,6,7
1631,6,7
1632,6,7
1633,6,7
1634,6,7
1635,6,7
1636,6,7
1637,6,7
1638,6,7
1639,6,7
1640,6,7
1641,6,7
1642,6,7
1643,6,7
1644,6,7
1645,6,7
1646,6,7
1647,6,7
1648,6,7
1649,6,7
1650,6,7
1651,6,7
1652,6,7
1653,6,7
1654,6,7
1655,6,7
1656,6,7
1657,6,7
1658,6,7
1659,6,7
1660,6,7
1661,6,7
1662,6,7
1663,6,7
1664,6,7
1665,6,7
1666,6,7
1667,6,7
1668,6,7
1669,6,7
1670,6,7
1671,6,7
1672,6,7
1673,6,7
1674,6,7
1675,6,7
1676,6,7
1677,6,7
1678,6,7
1679,6,7
1680,6,7
1681,6,7
1682,6,7
1683,6,7
1684,6,7
1685,6,7
1686,6,7
1687,6,7
1688,6,7
1689,6,7
1690,6,7
1691,6,7
1692,6,7
1693,6,7
1694,6,7
1695,6,7
1696,6,7
1697,6,7
1698,6,7
1699,6,7
1700,6,7
1701,6,7
1702,6,7
1703,6,7
1704,6,7
1705,6,7
1706,6,7
1707,6,7
1708,6,7
1709,6,7
1710,6,7
1711,6,7
1712,6,7
1713,6,7
1714,6,7
1715,6,7
1716,6,7
1717,6,7
1718,6,7
1719,6,7
1720,6,7
1721,6,7
1722,6,7
1723,6,7
1724,6,7
1725,6,7
1726,4,1
1727,4,1
1728,4,1
1729,4,1
1730,4,1
1731,4,1
1732,4,1
1733,4,1
1734,4,1
1735,4,1
1736,4,1
1737,4,1
1740,4,1
1741,4,1
1742,4,1
1743,4,1
1744,4,1
1745,4,1
1746,4,1
1747,4,1
1748,4,1
1749,4,1
1750,4,1
1751,4,1
1752,4,1
1753,4,1
1754,4,1
1755,4,1
1756,4,1
1757,4,1
1758,4,1
1759,4,1
1760,4,1
1761,4,1
1762,4,1
1763,4,1
1764,4,1
1765,4,1
1766,4,1
1767,4,1
1768,4,1
1769,4,1
1770,4,1
1771,4,1
1772,4,1
1773,4,1
1774,4,1
1775,4,1
1776,4,1
1777,4,1
1778,4,1
1779,4,1
1780,4,1
1781,4,1
1782,4,1
1783,4,1
1784,4,1
1785,4,1
1786,4,1
1787,4,1
1788,4,1
1789,4,1
1790,4,1
1791,4,1
1792,4,1
1793,4,1
1794,4,1
1795,4,1
1796,4,1
1797,4,1
1798,4,1
1799,6,6
1800,6,6
1801,6,6
1802,6,6
1803,6,6
1804,6,6
1805,6,6
1806,6,6
1807,6,6
1808,6,6
1809,6,6
1810,6,6
1811,6,6
1812,6,6
1813,6,6
1814,6,6
1815,6,6
1816,6,6
1817,6,6
1818,6,6
1819,6,6
1820,6,6
1821,6,6
1822,6,6
1823,6,6
1824,6,6
1825,6,6
1826,6,6
1827,6,6
1828,6,6
1829,6,6
1830,6,6
1831,6,6
1832,6,6
1833,6,6
1834,6,6
1835,6,6
1836,6,6
1837,6,6
1838,6,6
1839,6,6
1840,6,6
1841,6,6
1842,6,6
1843,6,6
1844,6,6
1845,6,6
1846,6,6
1847,6,6
1849,6,6
1850,6,6
1851,6,6
1852,6,6
1853,6,6
1854,6,6
1855,6,6
1856,6,6
1857,6,6
1858,6,6
1859,6,6
1860,1,6
1861,1,6
1862,1,6
1863,1,6
1864,1,6
1865,1,6
1866,1,6
1867,1,6
1868,1,6
1869,1,6
1870,1,6
1871,1,6
1872,1,6
1873,1,6
1874,1,6
1875,1,6
1876,1,6
1877,1,6
1878,1,6
1879,1,6
1880,1,6
1881,1,6
1882,1,6
1883,1,6
1884,1,6
1885,1,6
1886,1,6
1887,1,6
1888,1,6
1889,1,6
1890,1,6
1891,1,6
1892,1,6
1893,1,6
1894,1,6
1895,1,6
1896,1,6
1897,1,6
1899,1,6
1900,1,6
1901,1,6
1902,1,6
1903,1,6
1904,1,6
1905,1,6
1906,1,6
1907,1,6
1908,1,6
1909,1,6
1910,1,6
1911,1,6
1912,1,6
1913,1,6
1914,1,6
1915,1,6
1916,1,6
1917,1,6
1918,1,6
1919,1,6
1920,1,6
1921,1,6
1922,1,6
1923,1,6
1924,1,6
1925,4,1
1926,4,1
1927,4,1
1928,4,1
1929,4,1
1930,4,1
1931,4,1
1932,4,1
1933,4,1
1934,4,1
1935,4,1
1936,4,1
1937,4,1
1938,4,1
1939,4,1
1940,4,1
1941,4,1
1942,4,1
1943,4,1
1944,4,1
1945,4,1
1946,4,1
1947,4,1
1948,4,1
1949,4,1
1950,4,1
1951,4,1
1952,4,1
1953,4,1
1954,4,1
1955,4,1
1956,4,1
1957,4,1
1958,4,1
1959,4,1
1960,4,1
1961,4,1
1962,4,1
1963,4,1
1964,4,1
1965,4,1
1966,4,1
1967,4,1
1968,4,1
1969,4,1
1970,4,1
1971,4,1
1972,4,1
1973,4,1
1974,4,1
1975,4,1
1976,4,1
1977,4,1
1978,4,1
1979,4,1
1980,4,1
1981,4,1
1982,4,1
1983,4,1
1984,4,1
1985,4,1
1986,4,1
1987,4,1
1988,4,1
1989,4,1
1990,4,1
1991,4,1
1992,4,1
1993,4,1
1994,4,1
1995,4,1
1996,4,1
1997,4,1
1998,4,1
1999,4,1
2000,4,1
2001,4,1
2002,4,1
2003,4,1
2004,4,1
2005,4,1
2006,4,1
2007,4,1
2008,4,1
2009,4,1
2010,4,1
2011,4,1
2012,4,1
2013,4,1
2014,4,1
2015,4,1
2016,4,1
2017,4,1
2018,4,1
2019,4,1
2020,4,1
2021,4,1
2022,4,1
2023,4,1
2024,4,1
2025,4,1
2026,4,1
2027,4,1
2028,4,1
2029,4,1
2030,4,1
2031,4,1
2032,4,1
2033,4,1
2034,4,1
2035,4,1
2036,4,1
2037,4,1
2038,4,1
2039,4,1
2040,4,1
2041,4,1
2042,4,1
2043,4,1
2044,4,1
2045,4,1
2046,4,1
2047,4,1
2048,4,1
2049,4,1
2050,4,1
2051,4,1
2052,4,1
2053,4,1
2054,4,1
2055,4,1
2056,4,1
2057,4,1
2058,4,1
2059,4,1
2060,4,1
2061,4,1
2062,4,1
2063,4,1
2064,4,1
2065,4,1
2066,4,1
2067,4,1
2068,4,1
2069,4,1
2070,4,1
2071,4,1
2072,4,1
2073,4,1
2074,4,1
2075,4,1
2076,4,1
2077,4,1
2078,4,1
2079,4,1
2080,4,1
2081,4,1
2082,4,1
2083,4,1
2084,4,1
2085,4,1
2086,4,1
2087,4,1
2088,4,1
2089,4,1
2090,4,1
2091,4,1
2092,4,1
2093,4,1
2094,4,1
2095,4,1
2096,4,1
2097,4,1
2098,4,1
2099,4,1
2100,4,1
2101,4,4
2102,4,4
2103,4,4
2104,4,4
2105,4,4
2106,4,4
2107,4,4
2108,4,4
2109,4,4
2110,4,4
2111,4,4
2112,4,4
2113,4,4
2114,4,4
2115,4,4
2116,4,4
2117,4,4
2118,4,4
2119,4,4
2120,4,4
2121,4,4
2122,4,4
2123,4,4
2124,4,4
2125,4,4
2126,4,4
2127,4,4
2128,4,4
2129,4,4
2130,4,4
2131,4,4
2132,4,4
2133,4,4
2134,4,4
2135,4,4
2136,4,4
2137,4,4
2138,4,4
2139,4,4
2140,4,4
2141,4,4
2142,4,4
2143,4,4
2144,4,4
2145,4,4
2146,4,4
2147,4,4
2148,4,4
